id_bigger,id_smaller,num_modif_sites,diff_formula,weight_bigger,weight_smaller,difference,adduct,msmassanalyzer
CCMSLIB00000085212,CCMSLIB00000085976,1,C4H4O3,463.231,363.214,100.017,[M+H]1+,qtof
CCMSLIB00000085329,CCMSLIB00000085976,1,C2H2O1,405.22,363.214,42.00600000000003,[M+H]1+,qtof
CCMSLIB00000085697,CCMSLIB00000085976,1,C8H14O1,489.327,363.214,126.113,[M+H]1+,qtof
CCMSLIB00000085856,CCMSLIB00000085976,1,C5H8O1,447.279,363.214,84.065,[M+H]1+,qtof
CCMSLIB00000085985,CCMSLIB00000085976,1,C2H2O1,405.225,363.214,42.011000000000024,[M+H]1+,qtof
CCMSLIB00000085212,CCMSLIB00000085985,1,C2H2O2,463.231,405.225,58.00599999999997,[M+H]1+,qtof
CCMSLIB00000085697,CCMSLIB00000085985,1,C6H12,489.327,405.225,84.10199999999998,[M+H]1+,qtof
CCMSLIB00000085414,CCMSLIB00000085997,1,C1H2,385.24,371.224,14.01600000000002,[M+H]1+,qtof
CCMSLIB00000085462,CCMSLIB00000085999,1,C1H2,285.189,271.171,14.018000000000029,[M+H]1+,qtof
CCMSLIB00000085197,CCMSLIB00000086028,1,C1H2O1,325.191,295.185,30.005999999999972,[M+H]1+,qtof
CCMSLIB00000085673,CCMSLIB00000086028,1,C1H2O1,325.195,295.185,30.00999999999999,[M+H]1+,qtof
CCMSLIB00000085174,CCMSLIB00000086041,1,C2H2O1,403.213,361.207,42.00600000000003,[M+H]1+,qtof
CCMSLIB00000085960,CCMSLIB00000086041,1,C1H2,375.213,361.207,14.006000000000029,[M+H]1+,qtof
CCMSLIB00000086012,CCMSLIB00000086061,1,C1H2,309.126,295.113,14.012999999999977,[M+H]1+,qtof
CCMSLIB00000085210,CCMSLIB00000086094,1,H-1F1,453.208,435.226,17.982000000000028,[M+H]1+,qtof
CCMSLIB00000085431,CCMSLIB00000086103,1,C1H2,435.221,421.21,14.011000000000024,[M+H]1+,qtof
CCMSLIB00000085535,CCMSLIB00000086105,1,O1,373.097,357.102,15.995000000000005,[M+H]1+,qtof
CCMSLIB00000085876,CCMSLIB00000086149,1,C1H2,285.05,271.035,14.014999999999986,[M+H]1+,qtof
CCMSLIB00000085049,CCMSLIB00000086178,1,H-2O1,333.241,319.266,13.974999999999966,[M+H]1+,qtof
